Gemeinde;Verwaltungskreis;Schule;Träger;Unterrichtssprache;Bildungsstufe;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr
Rüderswil;Emmental;Primar- und Realschule Niederbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;42;25;0;0
Rüderswil;Emmental;Primar- und Realschule Rüderswil Dorf;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;48;17;0;0
Rüderswil;Emmental;Primar- und Realschule Than;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;51;20;1;1
Rüdtligen-Alchenflüh;Emmental;Primar- und Realschule Alchenflüh;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;114;58;45;63
Rüegsau;Emmental;Schulhaus Rüegsbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;49;17;0;0
Rüegsau;Emmental;Kindergärten, Primarschulen & KbF Rüegsauschachen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;129;65;4;12
Rüegsau;Emmental;Schulhaus Rüegsau;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;26;12;2;3
Schangnau;Emmental;Schulhaus Bumbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;36;18;1;0
Schangnau;Emmental;Schulhaus Dorf Schangnau;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;24;12;1;3
Signau;Emmental;Schulhaus Dorf Signau;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;62;32;8;13
Signau;Emmental;Schulhaus Höhe Signau;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;18;7;0;0
Signau;Emmental;Schulhaus Mutten;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;6;3;0;0
Signau;Emmental;Schulhaus Häleschwand;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;27;15;0;0
Signau;Emmental;Schulhaus Schüpbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;44;19;2;2
Sumiswald;Emmental;Primarstufe Fritzenhaus;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;16;7;0;0
Sumiswald;Emmental;Primarstufe Sumiswald;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;151;79;8;21
Sumiswald;Emmental;Primarstufe Wasen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;92;47;5;15
Sumiswald;Emmental;Kindergarten und Primarstufe Schonegg;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;30;13;0;0
Trachselwald;Emmental;Schulhaus Thal;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;19;6;2;0
Trachselwald;Emmental;Schulhaus Chramershus;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;36;17;2;1
Trub;Emmental;Schulhaus Dorf Trub;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;50;25;0;5
Trub;Emmental;Schule Fankhaus;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;41;20;2;2
Trubschachen;Emmental;Schulhaus Hasenlehn;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;16;8;7;7
Trubschachen;Emmental;Berghof Stärenegg;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;7;0;0;0
Trubschachen;Emmental;Schulhaus Dorf Trubschachen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;70;39;14;25
Utzenstorf;Emmental;Kirchschulhaus Utzenstorf;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;161;70;13;6
Utzenstorf;Emmental;Kirchschulhaus Bätterkinden;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;37;27;2;1
Utzenstorf;Emmental;Gotthelfschulhaus Utzenstorf;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;96;50;9;4
Wiler bei Utzenstorf;Emmental;Schulhaus Wiler;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;56;26;1;0
Wynigen;Emmental;Primarschule Kappelen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;37;17;0;0
Wynigen;Emmental;Primarstufe Wynigen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;96;47;2;1
Zielebach;Emmental;LernStatt;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;11;2;1;0
Bätterkinden;Emmental;Schulhaus Dorfmatte Bätterkinden;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;73;45;1;1
Burgdorf;Emmental;Gymnasium Burgdorf;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;125;73;3;12
Burgdorf;Emmental;Oberstufe Gsteighof;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;148;64;8;19
Burgdorf;Emmental;Oberstufe Pestalozzi Burgdorf;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;128;81;11;26
Hindelbank;Emmental;Oberstufenzentrum Hindelbank;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;79;43;3;7
Kirchberg (BE);Emmental;Sekundarschule Kirchberg;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;201;114;16;22
Koppigen;Emmental;Oberstufe Koppigen;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;69;36;0;0
Langnau im Emmental;Emmental;Sekundarschule Langnau;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;169;92;5;12
Langnau im Emmental;Emmental;Schule EbenEzer Emmental (see-em);Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;5;2;0;0
Lauperswil;Emmental;Sekundarschule Zollbrück;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;58;29;0;0
Lützelflüh;Emmental;Sekundarstufe I Lützelflüh;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;120;61;6;8
Oberburg;Emmental;Schule Oberburg;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;42;27;7;11
Rüegsau;Emmental;Sekundarstufe I Rüegsau;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;124;65;3;4
Schangnau;Emmental;Schulhaus Dorf Schangnau;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;16;11;0;0
Signau;Emmental;Sekundarschule Signau;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;126;66;0;4
Sumiswald;Emmental;Sek I Sumiswald;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;57;35;1;4
Sumiswald;Emmental;Sek I Wasen;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;36;22;0;4
Utzenstorf;Emmental;Gotthelfschulhaus Utzenstorf;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;88;44;1;1
Wynigen;Emmental;Sekundarstufe 1 Wynigen;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;58;33;0;0
Eggiwil;Emmental;Stiftung Integration Emmental;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;3;0;0;1
Langnau im Emmental;Emmental;Rudolf Steiner-Schule Langnau;Subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;22;6;0;0
Lützelflüh;Emmental;Passaggio;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;6;3;2;1
Trubschachen;Emmental;Berghof Stärenegg;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;6;1;1;0
Zielebach;Emmental;LernStatt;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;4;0;0;0
Aefligen;Emmental;Kindergarten, Primar- und Realschule Aefligen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;4;0;2
Affoltern im Emmental;Emmental;Schule Affoltern i.E.;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;4;1;1
Alchenstorf;Emmental;Primarschule Alchenstorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;10;2;2
Bätterkinden;Emmental;Kindergarten Dorfmatte;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;7;1;1
Bätterkinden;Emmental;Kindergarten Kräiligen Bätterkinden;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;6;1;3
Burgdorf;Emmental;Kindergarten Choserfeld 1 und 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;39;17;2;5
Burgdorf;Emmental;Kindergarten Falkenweg A und B;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;39;18;7;14
Burgdorf;Emmental;Kindergarten Hofgut;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;12;1;7
Burgdorf;Emmental;Kindergarten Kronenhalde;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;11;8;11
Burgdorf;Emmental;Kindergarten Lindenfeld 1 und 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;35;17;9;14
Burgdorf;Emmental;Kindergarten Neumatt 1;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;10;0;3
Burgdorf;Emmental;Kindergarten Neumatt 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;12;3;4
Burgdorf;Emmental;Kindergarten Schlossmatt 1 und 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;42;21;4;7
Burgdorf;Emmental;Kindergarten Uferweg A und B;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;41;20;9;23
Dürrenroth;Emmental;Kindergarten und Primarschule Dürrenroth;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;11;0;0
Eggiwil;Emmental;Schulhaus Horben;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;25;14;1;0
Eggiwil;Emmental;Kindergarten, Primar- und Realschule Eggiwil Dorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;9;0;0
Eggiwil;Emmental;Stiftung Integration Emmental;Nicht subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;1;0;0;0
Ersigen;Emmental;Schule Ersigen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;18;1;2
Hasle bei Burgdorf;Emmental;Schule Biembach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;5;0;0
Hasle bei Burgdorf;Emmental;Schule Goldbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;8;0;1
Hasle bei Burgdorf;Emmental;Schule Preisegg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;33;12;1;1
Heimiswil;Emmental;Schulhaus Kaltacker;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;7;0;1
Heimiswil;Emmental;Schulhaus Heimiswil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;5;0;0
Hellsau;Emmental;Schulhaus Hellsau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;8;0;2
Hindelbank;Emmental;Kindergarten Hindelbank;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;44;22;2;7
Kernenried;Emmental;Schulhaus Kernenried;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;8;0;0
Kirchberg (BE);Emmental;Kindergarten Eystrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;12;3;4
Kirchberg (BE);Emmental;Kindergarten Reinhardweg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;36;20;10;12
Kirchberg (BE);Emmental;Schulhaus Bütikofen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;37;21;8;13
Koppigen;Emmental;Primarschule Altes Schulhaus Koppigen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;11;4;5
Krauchthal;Emmental;Primarschule Hettiswil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;5;0;0
Krauchthal;Emmental;Primarschule Krauchthal;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;26;8;0;0
Langnau im Emmental;Emmental;Kindergarten Asylstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;10;0;1
Langnau im Emmental;Emmental;Kindergarten Bärau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;8;1;1
Langnau im Emmental;Emmental;Kindergarten Moosseggstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;11;4;6
Langnau im Emmental;Emmental;Kindergarten Napfstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;6;1;4
Langnau im Emmental;Emmental;Kindergarten Oberfeldstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;8;2;3
Langnau im Emmental;Emmental;Schulhaus Hinterdorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;7;2;2
Langnau im Emmental;Emmental;Schulhaus Kammershaus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;9;0;0
Langnau im Emmental;Emmental;Rudolf Steiner-Schule Langnau;Subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;11;0;0
Langnau im Emmental;Emmental;Schule EbenEzer Emmental (see-em);Nicht subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;4;3;0;2
Langnau im Emmental;Emmental;Schulhaus Ilfis;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;13;4;4
Langnau im Emmental;Emmental;Schulhaus Oberfrittenbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;12;1;2
Lauperswil;Emmental;Schulhaus Mungnau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;10;0;6
Lauperswil;Emmental;Volksschule Lauperswil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;31;19;0;0
Lützelflüh;Emmental;Kindergarten Grünenmatt;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;6;0;1
Lützelflüh;Emmental;Kindergarten Oberdorf Lützelflüh;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;9;2;1
Lützelflüh;Emmental;Kindergarten Unterdorf Lützelflüh;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;8;4;3
Lyssach;Emmental;Schule Lyssach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;27;16;1;2
Niederösch;Emmental;Schule Niederösch-Oberösch;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;6;0;0
Oberburg;Emmental;Kindergarten Badmatte;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;61;30;17;25
Röthenbach im Emmental;Emmental;Schulhaus Oberei;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;9;0;0
Rüderswil;Emmental;Kindergarten Rüderswil Dorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;14;7;0;0
Rüderswil;Emmental;Kindergarten Than;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;15;0;0
Rüdtligen-Alchenflüh;Emmental;Primar- und Realschule Alchenflüh;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;41;20;22;25
Rüegsau;Emmental;Kindergarten Emmenbrücke;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;6;1;2
Rüegsau;Emmental;Kindergarten Rainmatte;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;5;1;1
Rüegsau;Emmental;Schulhaus Rüegsbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;10;0;0
Rüegsau;Emmental;Schulhaus Rüegsau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;8;4;0;0
Schangnau;Emmental;Schulhaus Dorf Schangnau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;25;13;0;0
Signau;Emmental;Kindergarten Dorf Signau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;15;4;5
Signau;Emmental;Schulhaus Häleschwand;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;5;0;0
Signau;Emmental;Schulhaus Schüpbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;12;0;0
Sumiswald;Emmental;Kindergarten am Bach, Wasen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;12;5;5
Sumiswald;Emmental;Kindergarten Gmünden, Wasen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;7;3;5
Sumiswald;Emmental;Kindergarten Sumiswald;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;50;19;6;9
Sumiswald;Emmental;Kindergarten und Primarstufe Schonegg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;12;3;0;0
Trachselwald;Emmental;Kindergarten Chramershus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;10;2;1
Trub;Emmental;Kindergarten Dorf Trub;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;5;0;0
Trub;Emmental;Schule Fankhaus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;9;5;0;0
Trubschachen;Emmental;Kindergarten Wegmatte;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;4;0;2
Trubschachen;Emmental;Schulhaus Hasenlehn;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;7;3;3
Utzenstorf;Emmental;Altes Schulhaus Utzenstorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;8;1;1
Utzenstorf;Emmental;Doppelkindergarten Utzenstorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;56;24;7;10
Utzenstorf;Emmental;Kirchschulhaus Bätterkinden;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;9;3;1
Wiler bei Utzenstorf;Emmental;Schulhaus Wiler;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;25;11;0;0
Wynigen;Emmental;Primarschule Kappelen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;25;11;0;0
Wynigen;Emmental;Primarstufe Wynigen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;12;2;0
Frutigen;Frutigen-Niedersimmental;Oberstufenschule Frutigen;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;2;0;0;0
Spiez;Frutigen-Niedersimmental;Primarschulhaus Hofachern;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;15;4;4;5
Wimmis;Frutigen-Niedersimmental;Schulhaus Chrümig, Wimmis;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;1;0;0;0
Frutigen;Frutigen-Niedersimmental;Oberstufenschule Frutigen;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;6;2;0;0
Spiez;Frutigen-Niedersimmental;Schulzentrum Längenstein;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;7;4;6;5
Wimmis;Frutigen-Niedersimmental;Schulhaus Chrümig, Wimmis;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;6;2;2;2
Adelboden;Frutigen-Niedersimmental;Sek-/Realschulhaus Adelboden;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;25;7;5;4
Adelboden;Frutigen-Niedersimmental;Schulhaus Boden;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;15;7;0;0
Adelboden;Frutigen-Niedersimmental;Schulhaus Hirzboden;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;17;6;0;0
Aeschi bei Spiez;Frutigen-Niedersimmental;Oberstufenschule Aeschi;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;42;21;0;2
Därstetten;Frutigen-Niedersimmental;Internat Berg;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;11;0;3;1
Därstetten;Frutigen-Niedersimmental;Schule Därstetten;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;13;3;2;0
Diemtigen;Frutigen-Niedersimmental;Internat Grosshaus;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;18;0;6;6
Diemtigen;Frutigen-Niedersimmental;Schulhaus Zwischenflüh;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;14;3;0;0
Diemtigen;Frutigen-Niedersimmental;Schulhaus Oey;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;35;13;0;0
Erlenbach im Simmental;Frutigen-Niedersimmental;Schule Erlenbach;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;33;15;1;1
Frutigen;Frutigen-Niedersimmental;Oberstufenschule Frutigen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;44;25;5;4
Frutigen;Frutigen-Niedersimmental;Schule Ried;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;2;2;0;0
Frutigen;Frutigen-Niedersimmental;Schule Rinderwald;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;15;9;0;0
Frutigen;Frutigen-Niedersimmental;Schule Winklen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;20;9;0;0
Kandergrund;Frutigen-Niedersimmental;Primar- und Realschule Kandergrund;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;19;12;2;2
Oberwil im Simmental;Frutigen-Niedersimmental;Schulen Oberwil;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;12;2;0;0
Reichenbach im Kandertal;Frutigen-Niedersimmental;Oberstufenschule Müli;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;49;22;1;1
Spiez;Frutigen-Niedersimmental;Noss Schulzentrum;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;6;3;2;1
Spiez;Frutigen-Niedersimmental;Schulzentrum Längenstein;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;145;58;21;38
Wimmis;Frutigen-Niedersimmental;Schulhaus Chrümig, Wimmis;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;29;13;2;2
Adelboden;Frutigen-Niedersimmental;Schule Adelboden Dorf;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;84;46;12;8
Adelboden;Frutigen-Niedersimmental;Schulhaus Ausserschwand;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;46;22;1;0
Adelboden;Frutigen-Niedersimmental;Schulhaus Boden;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;58;29;0;0
Adelboden;Frutigen-Niedersimmental;Schulhaus Hirzboden;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;28;17;1;0
Aeschi bei Spiez;Frutigen-Niedersimmental;Primarschule Aeschi;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;93;39;2;3
Aeschi bei Spiez;Frutigen-Niedersimmental;Primarschule Aeschiried;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;22;10;0;0
Därstetten;Frutigen-Niedersimmental;Internat Berg;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;3;0;1;1
Därstetten;Frutigen-Niedersimmental;Schule Därstetten;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;44;23;1;0
